assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_905372845.1	PRJEB43277	SAMEA8395195	CAJPQM000000000.1	derived from metagenome	na	na	712148	712148	Aggregatibacter sp. oral taxon 458	na	SRR9217428-mag-bin.3	latest	Contig	Major	Full	2021/03/26	SRR9217428-mag-bin.3		GCF_905372845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/372/845/GCA_905372845.1_SRR9217428-mag-bin.3	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_905372845.1/GCA_905372845.1_SRR9217428-mag-bin.3_genomic.fna.gz
GCA_018128305.1	PRJNA282954	SAMN18352203	na	na	na	na	712150	712150	Aggregatibacter sp. oral taxon 513	strain=W11186	na	latest	Complete Genome	Major	Full	2021/04/22	ASM1812830v1		GCF_018128305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/128/305/GCA_018128305.1_ASM1812830v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_018128305.1/GCA_018128305.1_ASM1812830v1_genomic.fna.gz
GCA_002998595.1	PRJNA282954	SAMN08439034	na	na	na	na	712310	712310	Haemophilus sp. oral taxon 036	strain=F0629	na	latest	Complete Genome	Major	Full	2018/03/14	ASM299859v1		GCF_002998595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/998/595/GCA_002998595.1_ASM299859v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_002998595.1/GCA_002998595.1_ASM299859v1_genomic.fna.gz
GCA_000739435.1	PRJNA46463	SAMN01918029	na	na	representative genome	assembly from type material	743972	716	Actinobacillus suis ATCC 33415	strain=ATCC 33415	na	latest	Complete Genome	Major	Full	2014/08/14	ASM73943v1		GCF_000739435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/435/GCA_000739435.1_ASM73943v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000739435.1/GCA_000739435.1_ASM73943v1_genomic.fna.gz
GCA_000179275.1	PRJNA49597	SAMN02469770	ADXN00000000.1	na	na	na	754254	715	Actinobacillus pleuropneumoniae serovar 2 str. 4226	strain=4226	na	latest	Contig	Major	Full	2010/08/12	ASM17927v1		GCF_000179275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/275/GCA_000179275.1_ASM17927v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000179275.1/GCA_000179275.1_ASM17927v1_genomic.fna.gz
GCA_000178535.1	PRJNA47295	SAMN02469616	ADOF00000000.1	na	na	na	754255	715	Actinobacillus pleuropneumoniae serovar 4 str. M62	strain=M62	na	latest	Contig	Major	Full	2010/09/13	ASM17853v1		GCF_000178535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/535/GCA_000178535.1_ASM17853v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000178535.1/GCA_000178535.1_ASM17853v1_genomic.fna.gz
GCA_021957165.1	PRJNA487733	SAMN09909023	na	na	na	na	754255	715	Actinobacillus pleuropneumoniae serovar 4 str. M62	strain=M62	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2195716v1		GCF_021957165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/957/165/GCA_021957165.1_ASM2195716v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021957165.1/GCA_021957165.1_ASM2195716v1_genomic.fna.gz
GCA_000178555.1	PRJNA47297	SAMN02469617	ADOG00000000.1	na	na	na	754256	715	Actinobacillus pleuropneumoniae serovar 6 str. Femo	strain=Femo	na	latest	Contig	Major	Full	2010/09/13	ASM17855v1		GCF_000178555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/555/GCA_000178555.1_ASM17855v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000178555.1/GCA_000178555.1_ASM17855v1_genomic.fna.gz
GCA_000179295.1	PRJNA49599	SAMN02469771	ADXO00000000.1	na	na	na	754256	715	Actinobacillus pleuropneumoniae serovar 6 str. Femo	strain=Femo	na	latest	Contig	Major	Full	2010/08/12	ASM17929v1		GCF_000179295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/295/GCA_000179295.1_ASM17929v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000179295.1/GCA_000179295.1_ASM17929v1_genomic.fna.gz
GCA_021952485.1	PRJNA487733	SAMN09909025	na	na	na	na	754256	715	Actinobacillus pleuropneumoniae serovar 6 str. Femo	strain=Femo	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2195248v1		GCF_021952485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/952/485/GCA_021952485.1_ASM2195248v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021952485.1/GCA_021952485.1_ASM2195248v1_genomic.fna.gz
GCA_019264705.1	PRJNA744041	SAMN20066068	na	na	na	na	754257	715	Actinobacillus pleuropneumoniae serovar 8 str. 405	strain=405	na	latest	Complete Genome	Major	Full	2021/07/18	ASM1926470v1		GCF_019264705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/264/705/GCA_019264705.1_ASM1926470v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_019264705.1/GCA_019264705.1_ASM1926470v1_genomic.fna.gz
GCA_021957125.1	PRJNA487733	SAMN09909027	na	na	na	na	754257	715	Actinobacillus pleuropneumoniae serovar 8 str. 405	strain=405	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2195712v1		GCF_021957125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/957/125/GCA_021957125.1_ASM2195712v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021957125.1/GCA_021957125.1_ASM2195712v1_genomic.fna.gz
GCA_000178575.1	PRJNA47301	SAMN02469620	ADOI00000000.1	na	na	na	754258	715	Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261	strain=CVJ13261	na	latest	Contig	Major	Full	2010/09/13	ASM17857v1		GCF_000178575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/575/GCA_000178575.1_ASM17857v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000178575.1/GCA_000178575.1_ASM17857v1_genomic.fna.gz
GCA_021957085.1	PRJNA487733	SAMN09909028	na	na	na	na	754258	715	Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261	strain=CVJ13261	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2195708v1		GCF_021957085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/957/085/GCA_021957085.1_ASM2195708v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021957085.1/GCA_021957085.1_ASM2195708v1_genomic.fna.gz
GCA_000178595.1	PRJNA47303	SAMN02469621	ADOJ00000000.1	na	na	na	754259	715	Actinobacillus pleuropneumoniae serovar 10 str. D13039	strain=D13039	na	latest	Contig	Major	Full	2010/09/13	ASM17859v1		GCF_000178595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/595/GCA_000178595.1_ASM17859v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000178595.1/GCA_000178595.1_ASM17859v1_genomic.fna.gz
GCA_021957025.1	PRJNA487733	SAMN09909029	na	na	na	na	754259	715	Actinobacillus pleuropneumoniae serovar 10 str. D13039	strain=D13039	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2195702v1		GCF_021957025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/957/025/GCA_021957025.1_ASM2195702v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021957025.1/GCA_021957025.1_ASM2195702v1_genomic.fna.gz
GCA_000178615.1	PRJNA47305	SAMN02469624	ADOK00000000.1	na	na	na	754260	715	Actinobacillus pleuropneumoniae serovar 11 str. 56153	strain=56153	na	latest	Contig	Major	Full	2010/09/13	ASM17861v1		GCF_000178615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/615/GCA_000178615.1_ASM17861v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000178615.1/GCA_000178615.1_ASM17861v1_genomic.fna.gz
GCA_021957045.1	PRJNA487733	SAMN09909030	na	na	na	na	754260	715	Actinobacillus pleuropneumoniae serovar 11 str. 56153	strain=56153	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2195704v1		GCF_021957045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/957/045/GCA_021957045.1_ASM2195704v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021957045.1/GCA_021957045.1_ASM2195704v1_genomic.fna.gz
GCA_000178635.1	PRJNA47307	SAMN02469623	ADOL00000000.1	na	na	na	754261	715	Actinobacillus pleuropneumoniae serovar 12 str. 1096	strain=1096	na	latest	Contig	Major	Full	2010/09/13	ASM17863v1		GCF_000178635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/635/GCA_000178635.1_ASM17863v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000178635.1/GCA_000178635.1_ASM17863v1_genomic.fna.gz
GCA_000178655.1	PRJNA47309	SAMN02469618	ADOM00000000.1	na	na	na	754262	715	Actinobacillus pleuropneumoniae serovar 13 str. N273	strain=N273	na	latest	Contig	Major	Full	2010/09/13	ASM17865v1		GCF_000178655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/655/GCA_000178655.1_ASM17865v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000178655.1/GCA_000178655.1_ASM17865v1_genomic.fna.gz
GCA_001460855.1	PRJEB10028	SAMEA3643860	na	na	na	na	754345	715	Actinobacillus pleuropneumoniae serovar 8	na	MIDG2331	latest	Complete Genome	Major	Full	2015/11/20	MIDG2331		GCF_001460855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/460/855/GCA_001460855.1_MIDG2331	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_001460855.1/GCA_001460855.1_MIDG2331_genomic.fna.gz
GCA_000240985.3	PRJNA47331	SAMN02471984	ADOA00000000.2	na	na	na	754505	714	Aggregatibacter actinomycetemcomitans D17P-3	strain=D17P-3	na	latest	Scaffold	Major	Full	2015/08/17	AaD17P-3v2.0		GCF_000240985.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/985/GCA_000240985.3_AaD17P-3v2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000240985.3/GCA_000240985.3_AaD17P-3v2.0_genomic.fna.gz
GCA_000241005.3	PRJNA47335	SAMN02471983	ADOB00000000.2	na	na	na	754506	714	Aggregatibacter actinomycetemcomitans serotype c str. D17P-2	strain=D17P-2	na	latest	Scaffold	Major	Full	2015/08/17	AaD17P-2v2.0		GCF_000241005.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/005/GCA_000241005.3_AaD17P-2v2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000241005.3/GCA_000241005.3_AaD17P-2v2.0_genomic.fna.gz
GCA_000241025.2	PRJNA47337	SAMN02603044	na	many frameshifted proteins	na	na	754507	714	Aggregatibacter actinomycetemcomitans ANH9381	strain=ANH9381	na	latest	Complete Genome	Major	Full	2011/12/23	ASM24102v2		GCF_000241025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/025/GCA_000241025.2_ASM24102v2	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000241025.2/GCA_000241025.2_ASM24102v2_genomic.fna.gz
GCA_000242295.1	PRJNA48495	SAMN02299433	AGRK00000000.1	na	na	na	762965	762964	Haemophilus sp. oral taxon 851 str. F0397	strain=F0397	na	latest	Scaffold	Major	Full	2012/01/11	ASM24229v1		GCF_000242295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/295/GCA_000242295.1_ASM24229v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000242295.1/GCA_000242295.1_ASM24229v1_genomic.fna.gz
GCA_000210875.1	PRJNA50409	SAMEA3138383	na	na	na	na	862964	727	Haemophilus influenzae 10810	strain=10810	na	latest	Complete Genome	Major	Full	2010/07/23	ASM21087v1		GCF_000210875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/875/GCA_000210875.1_ASM21087v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000210875.1/GCA_000210875.1_ASM21087v1_genomic.fna.gz
GCA_923172345.1	PRJEB49201	SAMEA10833621	CAKLQN000000000.1	many frameshifted proteins	na	na	862964	727	Haemophilus influenzae 10810	strain=HIN-7	na	latest	Contig	Major	Full	2021/12/20	HIN-7		na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/172/345/GCA_923172345.1_HIN-7	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_923172345.1/GCA_923172345.1_HIN-7_genomic.fna.gz
GCA_923187015.1	PRJEB49201	SAMEA10833632	CAKLRJ000000000.1	genome length too small	na	na	862964	727	Haemophilus influenzae 10810	strain=HIN-18	na	latest	Scaffold	Major	Full	2021/12/30	HIN-18		na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/187/015/GCA_923187015.1_HIN-18	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_923187015.1/GCA_923187015.1_HIN-18_genomic.fna.gz
GCA_000210895.1	PRJNA50411	SAMEA3138384	na	na	na	na	862965	729	Haemophilus parainfluenzae T3T1	strain=T3T1	na	latest	Complete Genome	Major	Full	2010/07/23	ASM21089v1		GCF_000210895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/895/GCA_000210895.1_ASM21089v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000210895.1/GCA_000210895.1_ASM21089v1_genomic.fna.gz
GCA_000197875.1	PRJNA50729	SAMEA3138342	na	na	na	na	866630	727	Haemophilus influenzae F3031	strain=F3031	na	latest	Complete Genome	Major	Full	2011/01/11	ASM19787v1		GCF_000197875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/197/875/GCA_000197875.1_ASM19787v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000197875.1/GCA_000197875.1_ASM19787v1_genomic.fna.gz
GCA_000178515.1	PRJNA47293	SAMN02469622	ADOE00000000.1	na	na	na	871925	715	Actinobacillus pleuropneumoniae serovar 2 str. S1536	strain=S1536	na	latest	Contig	Major	Full	2010/09/13	ASM17851v1		GCF_000178515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/515/GCA_000178515.1_ASM17851v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000178515.1/GCA_000178515.1_ASM17851v1_genomic.fna.gz
GCA_021957185.1	PRJNA487733	SAMN09909021	na	na	na	na	871925	715	Actinobacillus pleuropneumoniae serovar 2 str. S1536	strain=S1536	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2195718v1		GCF_021957185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/957/185/GCA_021957185.1_ASM2195718v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021957185.1/GCA_021957185.1_ASM2195718v1_genomic.fna.gz
GCA_000188255.1	PRJNA52977	SAMN00253301	AEVG00000000.1	na	na	assembly from type material	887324	723	Actinobacillus ureae ATCC 25976	strain=ATCC 25976	na	latest	Scaffold	Major	Full	2011/02/10	ASM18825v1		GCF_000188255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/255/GCA_000188255.1_ASM18825v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000188255.1/GCA_000188255.1_ASM18825v1_genomic.fna.gz
GCA_000185305.1	PRJNA53019	SAMN00210783	AEPS00000000.1	na	na	assembly from type material	888057	739	Aggregatibacter segnis ATCC 33393	strain=ATCC 33393	na	latest	Scaffold	Major	Full	2011/01/14	ASM18530v1		GCF_000185305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/305/GCA_000185305.1_ASM18530v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000185305.1/GCA_000185305.1_ASM18530v1_genomic.fna.gz
GCA_900476035.1	PRJEB6403	SAMEA87357418	na	na	representative genome	assembly from type material	888057	739	Aggregatibacter segnis ATCC 33393	strain=NCTC10977	na	latest	Complete Genome	Major	Full	2018/06/17	53694_C01		GCF_900476035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/035/GCA_900476035.1_53694_C01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900476035.1/GCA_900476035.1_53694_C01_genomic.fna.gz
GCA_000191405.1	PRJNA53197	SAMN00253308	AEWU00000000.1	na	representative genome	assembly from type material	888828	729	Haemophilus parainfluenzae ATCC 33392	strain=ATCC 33392	na	latest	Scaffold	Major	Full	2011/03/04	ASM19140v1		GCF_000191405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/405/GCA_000191405.1_ASM19140v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000191405.1/GCA_000191405.1_ASM19140v1_genomic.fna.gz
GCA_000746485.1	PRJNA66117	SAMN00621707	AFQS00000000.1	na	na	assembly from type material	888828	729	Haemophilus parainfluenzae ATCC 33392	strain=ATCC 33392	na	latest	Contig	Major	Full	2014/08/28	ASM74648v1		GCF_000746485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/485/GCA_000746485.1_ASM74648v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000746485.1/GCA_000746485.1_ASM74648v1_genomic.fna.gz
GCA_900450845.1	PRJEB6403	SAMEA53433418	UGHU00000000.1	na	na	assembly from type material	888828	729	Haemophilus parainfluenzae ATCC 33392	strain=NCTC 7857	na	latest	Contig	Major	Full	2018/08/01	45473_E02		GCF_900450845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/450/845/GCA_900450845.1_45473_E02	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900450845.1/GCA_900450845.1_45473_E02_genomic.fna.gz
GCA_031191205.1	PRJNA1009870	SAMN37162770	na	na	na	na	888828	729	Haemophilus parainfluenzae ATCC 33392	strain=DSM 8978	na	latest	Complete Genome	Major	Full	2023/09/04	ASM3119120v1		GCF_031191205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/191/205/GCA_031191205.1_ASM3119120v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_031191205.1/GCA_031191205.1_ASM3119120v1_genomic.fna.gz
GCA_000226715.3	PRJNA53925	SAMN02471947	AEJK00000000.2	na	na	na	907486	714	Aggregatibacter actinomycetemcomitans serotype a str. H5P1	strain=H5P1	na	latest	Scaffold	Major	Full	2015/07/30	AaH5P-1v2.0		GCF_000226715.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/715/GCA_000226715.3_AaH5P-1v2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226715.3/GCA_000226715.3_AaH5P-1v2.0_genomic.fna.gz
GCA_000226735.3	PRJNA53927	SAMN02471942	AEJL00000000.2	na	na	na	907487	714	Aggregatibacter actinomycetemcomitans serotype d str. I63B	strain=I63B	na	latest	Scaffold	Major	Full	2015/08/17	AaI63Bv2.0		GCF_000226735.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/735/GCA_000226735.3_AaI63Bv2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226735.3/GCA_000226735.3_AaI63Bv2.0_genomic.fna.gz
GCA_000226755.2	PRJNA53929	SAMN02471943	AEJM00000000.1	na	na	na	907488	714	Aggregatibacter actinomycetemcomitans serotype e str. SC1083	strain=SC1083	na	latest	Contig	Major	Full	2011/09/29	ASM22675v2		GCF_000226755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/755/GCA_000226755.2_ASM22675v2	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226755.2/GCA_000226755.2_ASM22675v2_genomic.fna.gz
GCA_000226775.3	PRJNA53933	SAMN02471949	AEJN00000000.2	na	na	na	907489	714	Aggregatibacter actinomycetemcomitans serotype e str. SCC393	strain=SCC393	na	latest	Scaffold	Major	Full	2015/08/17	AaSCC393v2.0		GCF_000226775.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/775/GCA_000226775.3_AaSCC393v2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226775.3/GCA_000226775.3_AaSCC393v2.0_genomic.fna.gz
GCA_000226795.3	PRJNA53935	SAMN02471944	AEJO00000000.2	na	na	na	907490	714	Aggregatibacter actinomycetemcomitans serotype f str. D18P1	strain=D18P1	na	latest	Scaffold	Major	Full	2015/08/17	AaD18P-1v2.0		GCF_000226795.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/795/GCA_000226795.3_AaD18P-1v2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226795.3/GCA_000226795.3_AaD18P-1v2.0_genomic.fna.gz
GCA_000226815.3	PRJNA53937	SAMN02471948	AEJP00000000.2	na	na	na	907491	714	Aggregatibacter actinomycetemcomitans serotype b str. SCC1398	strain=SCC1398	na	latest	Scaffold	Major	Full	2015/07/30	AaSCC1398v2.0		GCF_000226815.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/815/GCA_000226815.3_AaSCC1398v2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226815.3/GCA_000226815.3_AaSCC1398v2.0_genomic.fna.gz
GCA_000226835.3	PRJNA53939	SAMN02471945	AEJQ00000000.2	na	na	na	907492	714	Aggregatibacter actinomycetemcomitans serotype b str. I23C	strain=I23C	na	latest	Scaffold	Major	Full	2015/08/17	AaI23Cv2.0		GCF_000226835.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/835/GCA_000226835.3_AaI23Cv2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226835.3/GCA_000226835.3_AaI23Cv2.0_genomic.fna.gz
GCA_000226855.3	PRJNA53941	SAMN02471946	AEJR00000000.2	na	na	na	907493	714	Aggregatibacter actinomycetemcomitans serotype c str. SCC2302	strain=SCC2302	na	latest	Scaffold	Major	Full	2015/08/17	AaSCC2302v2.0		GCF_000226855.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/855/GCA_000226855.3_AaSCC2302v2.0	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226855.3/GCA_000226855.3_AaSCC2302v2.0_genomic.fna.gz
GCA_000751835.1	PRJEB6880	SAMEA2672871	CCMQ00000000.1	missing strain identifier; not used as type	na	na	908285	908285	Necropsobacter rosorum	na	na	latest	Contig	Major	Full	2014/09/02	Necropsobacter rosorum		GCF_000751835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/751/835/GCA_000751835.1_Necropsobacter_rosorum	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000751835.1/GCA_000751835.1_Necropsobacter_rosorum_genomic.fna.gz
GCA_000200475.1	PRJEA61001	SAMEA2272570	na	na	na	na	935897	727	Haemophilus influenzae F3047	strain=F3047	na	latest	Complete Genome	Major	Full	2011/01/11	ASM20047v1		GCF_000200475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/200/475/GCA_000200475.1_ASM20047v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000200475.1/GCA_000200475.1_ASM20047v1_genomic.fna.gz
GCA_000221945.4	PRJNA64665	SAMN02470228	AFFP00000000.2	na	na	na	948565	728	Avibacterium paragallinarum 72	strain=72	na	latest	Contig	Major	Full	2013/06/28	ASM22194v4		GCF_000221945.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/945/GCA_000221945.4_ASM22194v4	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000221945.4/GCA_000221945.4_ASM22194v4_genomic.fna.gz
GCA_000226495.3	PRJNA62995	SAMN02471993	AEWB00000000.2	na	na	assembly from type material	985008	732	Aggregatibacter aphrophilus ATCC 33389	strain=ATCC 33389	na	latest	Contig	Major	Full	2015/07/31	ASM22649v3		GCF_000226495.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/495/GCA_000226495.3_ASM22649v3	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000226495.3/GCA_000226495.3_ASM22649v3_genomic.fna.gz
GCA_900636915.1	PRJEB6403	SAMEA3919800	na	na	representative genome	assembly from type material	985008	732	Aggregatibacter aphrophilus ATCC 33389	strain=NCTC5906	na	latest	Complete Genome	Major	Full	2018/12/20	45532_F02		GCF_900636915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/915/GCA_900636915.1_45532_F02	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900636915.1/GCA_900636915.1_45532_F02_genomic.fna.gz
GCA_000209675.1	PRJNA65483	SAMN02604222	na	na	na	na	1005058	750	Gallibacterium anatis UMN179	strain=UMN179	na	latest	Complete Genome	Major	Full	2011/04/26	ASM20967v1		GCF_000209675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/675/GCA_000209675.1_ASM20967v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000209675.1/GCA_000209675.1_ASM20967v1_genomic.fna.gz
GCA_000222005.2	PRJNA66571	SAMN02952883	AFQN00000000.1	many frameshifted proteins	na	na	1028802	726	Haemophilus haemolyticus M19107	strain=M19107	na	latest	Contig	Major	Full	2011/07/29	ASM22200v2		GCF_000222005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/005/GCA_000222005.2_ASM22200v2	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000222005.2/GCA_000222005.2_ASM22200v2_genomic.fna.gz
GCA_000222025.2	PRJNA66573	SAMN02952884	AFQO00000000.1	na	na	na	1028803	726	Haemophilus haemolyticus M19501	strain=M19501	na	latest	Contig	Major	Full	2011/07/29	ASM22202v2		GCF_000222025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/025/GCA_000222025.2_ASM22202v2	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_000222025.2/GCA_000222025.2_ASM22202v2_genomic.fna.gz
